categoria,chave,ingles,russo,portugues
Quests,q1_c5_title,The Cosmic Enemy,Космический враг,O Inimigo Cósmico
Quests,q1_c5_description,"Protected by the Book of Light and equipped with the legendary Shield of Glory – on which the Red Diamond of Fire has been embedded – Wigmund can confront the archenemy of the King. Even though he cannot be destroyed (due to his spiritual, immortal nature), at least his influence on the world and the minds of its inhabitants can be diminished.","Защищенный Книгой Света и вооруженный легендарным Щитом Славы, на котором укреплен Красный Алмаз Огня, Вигмунд может противостоять заклятому врагу Короля.  Хоть его и нельзя уничтожить (в силу его духовной, бессмертной природы), но, по крайней мере, его влияние на мир и сознание его обитателей можно уменьшить.","Protegido pelo Livro da Luz e equipado com o lendário Escudo da Glória — no qual o Diamante Vermelho do Fogo foi incrustado — Wigmund pode confrontar o arquiinimigo do Rei. Embora não possa ser destruído (devido à sua natureza espiritual e imortal), ao menos sua influência sobre o mundo e as mentes de seus habitantes pode ser diminuída."
Quests,q1_c5_obj1,The Invisible Door and the Red Head,Невидимая дверь и рыжая голова,A Porta Invisível e a Cabeça Vermelha
Quests,q1_c5_obj1_description,Find the Room where the same head as the one on the key is painted.,"Найдите комнату, где нарисована та же голова, что и на ключе.",Encontre a sala onde está pintada a mesma cabeça que a da chave.
Quests,q1_c5_obj1_description_info,Room found,Комната найдена,Sala encontrada
Quests,q1_c5_obj2,The Magic Painting,Волшебная картина,A Pintura Mágica
Quests,q1_c5_obj2_description,Find the painting of a castle with a big door.,Найдите картину с изображением замка с большой дверью.,Encontre a pintura de um castelo com uma grande porta.
Quests,q1_c5_obj2_description_info,"Use the key to materialize the door to Heol. Make sure you are equipped with the Book of Light and the Shield of Glory. Without these sacred items, no one can survive in Heol.","Используйте ключ, чтобы материализовать дверь в Хеол.  Убедитесь, что у вас есть Книга Света и Щит Славы.  Без этих священных предметов никто не сможет выжить в Хеоле.","Use a chave para materializar a porta de Heol. Certifique-se de estar equipado com o Livro da Luz e o Escudo da Glória. Sem esses itens sagrados, ninguém consegue sobreviver em Heol."
Quests,q1_c5_obj3,The Fight of the Giants,Битва гигантов,A Batalha dos Gigantes
Quests,q1_c5_obj3_description,Fight the Dark Archon to send him back into the outer darkness.,"Сразитесь с Темным Архонтом, чтобы отправить его обратно во внешнюю тьму.",Lute contra o Arquidemônio das Trevas para enviá-lo de volta às trevas externas.
Quests,q1_c5_obj3_description_info,Dark Archon defeated,Темный Архонт побежден,Arquidemônio das Trevas derrotado
Quests,q1_c5_obj4,The Sacred Book,Священная книга,O Livro Sagrado
Quests,q1_c5_obj4_description,Put the sacred Book of Light near the King’s throne in the great hall of the castle.,Поставьте священную Книгу Света возле королевского трона в большом зале замка.,Coloque o sagrado Livro da Luz perto do trono do Rei no grande salão do castelo.
Quests,q1_c5_obj4_description_info,Book of Light returned,Книга Света вернулась,Livro da Luz devolvido
Quests,chapter5_ending_text,"Is this an end or a new beginning?
Only the passage of time will reveal the answer.","Это конец или новое начало? 
Только время покажет ответ.","É este um fim ou um novo começo?
Somente a passagem do tempo revelará a resposta."
Quests,secondary_quests_title,Secondary Quests,Второстепенные квесты,Missões Secundárias
Quests,sq1_c1_title,The Holy Grail,Святой Грааль,O Santo Graal
Quests,sq1_c1_description,Near an abandoned tent is a page from a journal that belongs to an archaeologist named Indiana Ford. It seems to contain clues to the location where the legendary Holy Grail is hidden.,"Рядом с заброшенной палаткой лежит страница из журнала, принадлежащего археологу по имени Индиана Форд.  Кажется, он содержит подсказки о месте, где спрятан легендарный Святой Грааль.",Perto de uma tenda abandonada há uma página de um diário pertencente a um arqueólogo chamado Indiana Ford. Parece conter pistas sobre o lugar onde o lendário Santo Graal está escondido.
Quests,sq1_c1_obj1,The Lost Journal,Потерянный журнал,O Diário Perdido
Quests,sq1_c1_obj1_description,Find the next tent.,Найдите следующую палатку.,Encontre a próxima tenda.
Quests,sq1_c1_obj1_description_info,First clue found,Найдена первая подсказка,Primeira pista encontrada
Quests,sq1_c1_obj2,Another Clue,Еще одна подсказка,Outra Pista
Quests,sq1_c1_obj2_description,Find the last page.,Найдите последнюю страницу.,Encontre a última página.
Quests,sq1_c1_obj2_description_info,Second clue found,Вторая подсказка найдена,Segunda pista encontrada
Quests,sq1_c1_obj3,The Passage,Прохождение,A Passagem
Quests,sq1_c1_obj3_description,Find the cascade of the Lion.,Найдите каскад Льва.,Encontre a cascata do Leão.
Quests,sq1_c1_obj3_description_info,Entrance found,Вход найден,Entrada encontrada
Quests,sq1_c1_obj4,Be Humble!,Быть скромным!,Seja Humilde!
Quests,sq1_c1_obj4_description,Pass through the first trap.,Пройдите через первую ловушку.,Passe pela primeira armadilha.
Quests,sq1_c1_obj4_description_info,Trial passed,Суд пройден,Provação superada
Quests,sq1_c1_obj5,Following the Right Path,Следуя по правильному пути,Seguindo o Caminho Certo
Quests,sq1_c1_obj5_description,Pass through the second trap.,Пройдите через вторую ловушку.,Passe pela segunda armadilha.
